Codigo_Item_Negativo;Descricao_Item_Negativo;NCM;Saldo_Loja1;Saldo_Loja2_Deposito;Saldo_Loja3_CD;Deficit_Pecas;Status_Cobertura;Saldo_Total_Disponivel_NCM;Doador1_Codigo;Doador1_Descricao;Doador1_Saldo_Total;Doador1_Loja1;Doador1_Loja2;Doador1_Loja3;Doador2_Codigo;Doador2_Descricao;Doador2_Saldo_Total;Doador2_Loja1;Doador2_Loja2;Doador2_Loja3;Doador3_Codigo;Doador3_Descricao;Doador3_Saldo_Total;Doador3_Loja1;Doador3_Loja2;Doador3_Loja3
"11996";"WNTD-078 CUT PET LIGHT USB";"84716053";-32,00;0,00;0,00;32,00;"COBERTURA_TOTAL";5.282,00;"488";"BM-615 MOUSE SEM FIO BLUETOOTH (RECEPTOR)";702,00;437,00;0,00;265,00;"17346";"NMS-011 - MOUSE SEM FIO";355,00;159,00;0,00;196,00;"10976";"46108 MINI FERRO DE PASSAR ROUPAS";332,00;332,00;0,00;0,00
"11998";"R82020 BRINCO DE METAL COMUM";"71171900";-27,00;0,00;0,00;27,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12001";"T29912  ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-19,00;0,00;0,00;19,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12002";"PJ0405  ORNAMENTO PARA CABELO (ELASTICO)";"96151900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12003";"PJ1701   CB53-0610-9 ORNAMENTO PARA CABELO (ELASTICO";"96151900";-16,00;0,00;0,00;16,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12004";"2502 BOLSA ASTRONAUT";"42022210";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"12005";"MS2699 LAMPADA DE MATAR MOSQUITO";"94053100";-60,00;0,00;0,00;60,00;"COBERTURA_TOTAL";17.877,00;"24430";"NW009M1002 PISCA-PISCA 100 LAMPADAS LED COLOR FIO TRANSP  9M 8F 220V";1.240,00;570,00;670,00;0,00;"25720";"NW009NC1002 PISCA-PISCA 100 LAMP LEDBRANCO QUENTE FIO TRANSP 9M 8F 220V";946,00;946,00;0,00;0,00;"10528";"KD1605 LUZES LEDS INTERMITENTES UTILIZADO PARA DECORACAO NATALINA";904,00;904,00;0,00;0,00
"12007";"T41606  ORNAMENTO PARA CABELO (ELASTICO)";"96151900";-14,00;0,00;0,00;14,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12008";"FH54-097 MARMITA 2 ANDAR";"42029200";-12,00;0,00;0,00;12,00;"COBERTURA_TOTAL";113.806,00;"28685";"YH6010-3 - PORTA JOIAS";4.732,00;412,00;2.160,00;2.160,00;"3910";"S-05 MINI CAMERA";3.577,00;3.577,00;0,00;0,00;"3855";"SJTD-039 CONJUNTO DE 4 FACAS";2.678,00;2.678,00;0,00;0,00
"12009";"MS2656 ALMOFADA DE MASSAGEM";"85102000";-6,00;0,00;0,00;6,00;"COBERTURA_TOTAL";3.115,00;"9968";"BM-C041 CORTADOR DE CABELO";465,00;345,00;0,00;120,00;"9971";"BM-C042 APARADOR DE CABELO SEM FIO DE USO DOMESTICO";371,00;170,00;0,00;201,00;"3735";"BM-C026 APARADOR DE CABELO SEM FIO DE USO DOMESTICO COM BATERIA INTERNA";182,00;182,00;0,00;0,00
"12011";"T40107 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-14,00;0,00;0,00;14,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12012";"T47709  ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12013";"T44808  ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-14,00;0,00;0,00;14,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12014";"T40607 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-21,00;0,00;0,00;21,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12017";"KY-605 PINCEL/AZUL E PRETO";"96034090";-229,00;0,00;0,00;229,00;"COBERTURA_TOTAL";1.981,00;"8523";"BOM-3606 CONJ 3 PC PINCEL TRINCHA P PINTURA";340,00;270,00;0,00;70,00;"42618";"BOM-1032 TRINCHA PARA PINTURA 3";231,00;131,00;0,00;100,00;"12263";"BOM-7532 PINCEL TRINCHA PARA PINTURA";191,00;191,00;0,00;0,00
"12018";"D-45 LANTERNA DE CABECA";"85131090";-45,00;0,00;0,00;45,00;"COBERTURA_TOTAL";10.030,00;"9542";"BOM-4009 LANTERNA DE CABECA COM LAMPADA LED COM BATERIA RECARREGAVEL";602,00;333,00;0,00;269,00;"9540";"BOM-4008 LANTERNA DE CABECA COM LAMPADA DE LED";549,00;429,00;0,00;120,00;"20384";"XL-005 LABUBU ACRILICO";541,00;3,00;0,00;538,00
"12019";"T48302  ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-13,00;0,00;0,00;13,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12022";"T46601 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-8,00;0,00;0,00;8,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12023";"T46402 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12024";"T47005  ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-33,00;0,00;0,00;33,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12025";"T38808  ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-26,00;0,00;0,00;26,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12026";"T40504  ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-10,00;0,00;0,00;10,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12027";"T42908 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-9,00;0,00;0,00;9,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12028";"T47512 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-7,00;0,00;0,00;7,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12031";"B7000 COLAR  METAL COMUM LATAO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12032";"T44306  ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-13,00;0,00;0,00;13,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12033";"T44906  ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12034";"T48402 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-10,00;0,00;0,00;10,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12036";"T42306 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-25,00;0,00;0,00;25,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12037";"MS2732 NECESSAIRE";"39269090";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";112.503,00;"472";"BM-751 MOUSE PAD COM APOIO DE PULSO EM GEL";5.314,00;213,00;0,00;5.101,00;"26519";"MS3009 - LACRADO DE EMBALAGENS DE SACO PLSTICO";4.599,00;114,00;4.485,00;0,00;"16945";"MM-3 SUPORTE DE MAQUIAGEM";2.807,00;1.465,00;0,00;1.342,00
"12039";"T46701 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12040";"T46906  ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12041";"PJ1801  ORNAMENTO PARA CABELO (ELASTICO";"96151900";-16,00;0,00;0,00;16,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12042";"T43008 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-48,00;0,00;0,00;48,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12044";"T45402 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12045";"T48602 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-13,00;0,00;0,00;13,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12046";"21R2 PULSEIRA DE METAL COMUM LATAO";"71171900";-179,00;0,00;0,00;179,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12047";"T41204 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-11,00;0,00;0,00;11,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12049";"MS2746 SOFA INFLAVEL";"42029200";-26,00;0,00;0,00;26,00;"COBERTURA_TOTAL";113.806,00;"28685";"YH6010-3 - PORTA JOIAS";4.732,00;412,00;2.160,00;2.160,00;"3910";"S-05 MINI CAMERA";3.577,00;3.577,00;0,00;0,00;"3855";"SJTD-039 CONJUNTO DE 4 FACAS";2.678,00;2.678,00;0,00;0,00
"12050";"T40404  ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-11,00;0,00;0,00;11,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12052";"FJ08 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-9,00;0,00;0,00;9,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12053";"T44101 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-7,00;0,00;0,00;7,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12054";"T44502 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12057";"P8601  PULSEIRA DE METAL COMUM LATAO";"71171900";-9,00;0,00;0,00;9,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12058";"T34502 ORNAMENTO PARA CABELO (PIRANHA)";"96151900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";5.316,00;"41497";"ZGY-080901 -PULSEIRA DE AÇO (PRATA)";362,00;362,00;0,00;0,00;"14669";"F17-28 PIRANHA";252,00;252,00;0,00;0,00;"28768";"KGAG11802 PIRANHA DE METAL 12 CTL POR DUZIA";231,00;35,00;0,00;196,00
"12059";"P6706  PULSEIRA DE METAL COMUM LATAO";"71171900";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12060";"MS2754 SUPORTE PARA MOVER ELETRODOMESTICOS";"94032090";-24,00;0,00;0,00;24,00;"COBERTURA_TOTAL";3.889,00;"12299";"KA-YH8813 SAPATEIRA MULTIUSO COM ESTRUTURA DE METAL/PLASTICO";263,00;263,00;0,00;0,00;"7216";"LSJ-8 KITCHEN RACK";228,00;178,00;0,00;50,00;"8769";"BM-F1024 SAPATEIRA MULTIUSO 42CM 42*19*58 EM ESTRUTURA DE METAL";227,00;227,00;0,00;0,00
"12061";"MS2674 ELASTICO PARA EXERCICIO FISICO";"95069100";-70,00;0,00;0,00;70,00;"COBERTURA_TOTAL";438,00;"28879";"BM-F1360 - HAND GRIP AJUSTAVEL COM CONTADOR DIGITAL";65,00;19,00;0,00;46,00;"39823";"TRC0036 FAIXA ELASTICA PARA EXERCICIOS 25X8CM";58,00;46,00;0,00;12,00;"26752";"ELJ04001 HAND GRIPS 2PCS 22X15CM";54,00;54,00;0,00;0,00
"12064";"P8701  PULSEIRA DE METAL COMUM LATAO";"71171900";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12068";"P8501  PULSEIRA DE METAL COMUM LATAO";"71171900";-12,00;0,00;0,00;12,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12070";"S80901 PULSEIRA DE METAL COMUM LATAO";"71171900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12073";"SS3018 APARELHO DE ILUMINAÇÃO ELÉTRICO";"94054200";-11,00;0,00;0,00;11,00;"COBERTURA_TOTAL";8.037,00;"8427";"BOM-4213 KIT LUMINARIA DE PAREDE A LED A BATERIA AAA";663,00;663,00;0,00;0,00;"6094";"REF. CA-1001 LAMPADA MUSICAL COM ANATEL";463,00;462,00;0,00;1,00;"11095";"NF4668 APARELHO DE ILUMINAÇÃO ELÉTRICO";408,00;408,00;0,00;0,00
"12074";"SS3016  APARELHO ELETRICO SENDO ILUMINARIA";"94054200";-54,00;0,00;0,00;54,00;"COBERTURA_TOTAL";8.037,00;"8427";"BOM-4213 KIT LUMINARIA DE PAREDE A LED A BATERIA AAA";663,00;663,00;0,00;0,00;"6094";"REF. CA-1001 LAMPADA MUSICAL COM ANATEL";463,00;462,00;0,00;1,00;"11095";"NF4668 APARELHO DE ILUMINAÇÃO ELÉTRICO";408,00;408,00;0,00;0,00
"12076";"MS2700 MAQUINA PARA HIGIENIE BOCAL";"90191000";-38,00;0,00;0,00;38,00;"COBERTURA_TOTAL";7.042,00;"476";"BM-F1021 MASSAGEADOR ELETRICO PORTATIL MUSCULAR POTENCIA: 25W -";1.786,00;1.036,00;0,00;750,00;"486";"BM-F1022 MASSAGEADOR";814,00;54,00;0,00;760,00;"23166";"TRC6843 APARELHO MASSAGEM/LIMPEZA FACIAL";359,00;39,00;0,00;320,00
"12078";"MS2710 MINI RACK DESMONTAVEL";"94032090";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";3.889,00;"12299";"KA-YH8813 SAPATEIRA MULTIUSO COM ESTRUTURA DE METAL/PLASTICO";263,00;263,00;0,00;0,00;"7216";"LSJ-8 KITCHEN RACK";228,00;178,00;0,00;50,00;"8769";"BM-F1024 SAPATEIRA MULTIUSO 42CM 42*19*58 EM ESTRUTURA DE METAL";227,00;227,00;0,00;0,00
"12079";"MS2713 PORTA JOIA";"42029200";-23,00;0,00;0,00;23,00;"COBERTURA_TOTAL";113.806,00;"28685";"YH6010-3 - PORTA JOIAS";4.732,00;412,00;2.160,00;2.160,00;"3910";"S-05 MINI CAMERA";3.577,00;3.577,00;0,00;0,00;"3855";"SJTD-039 CONJUNTO DE 4 FACAS";2.678,00;2.678,00;0,00;0,00
"12080";"MS2669  MASSAGEADOR";"42029200";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";113.806,00;"28685";"YH6010-3 - PORTA JOIAS";4.732,00;412,00;2.160,00;2.160,00;"3910";"S-05 MINI CAMERA";3.577,00;3.577,00;0,00;0,00;"3855";"SJTD-039 CONJUNTO DE 4 FACAS";2.678,00;2.678,00;0,00;0,00
"12081";"P9001 PULSEIRA DE METAL COMUM LATAO";"71171900";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12082";"P8801 PULSEIRA DE METAL COMUM LATAO";"71171900";-7,00;0,00;0,00;7,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12084";"S87901 PULSEIRA DE METAL COMUM LATAO";"71171900";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12085";"P5704 PULSEIRA DE METAL COMUM LATAO";"71171900";-20,00;0,00;0,00;20,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12086";"P9106 PULSEIRA DE METAL COMUM LATAO";"71171900";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";95.360,00;"3515";"LB227105 - BIJUTERIAS DE METAIS COMUN COLAR KIT";2.197,00;2.197,00;0,00;0,00;"1660";"RTFJ-0808 PIRANHA PLASTICO";2.178,00;2.178,00;0,00;0,00;"1088";"FAA11206 ANEL";1.970,00;314,00;0,00;1.656,00
"12091";"MS2668 RECIPIENTES PARA COLOCAR OVOS";"85098090";-21,00;0,00;0,00;21,00;"COBERTURA_TOTAL";23.722,00;"12218";"YP2728-15 - APARELHO PARA LIMPEZA DE PINCEIS";1.972,00;1.924,00;0,00;48,00;"8717";"BM-F983 MIXER ELETRICO PORTATIL - RECARREGAVEL VIA USB -3 VELOCIDADES";1.466,00;1.329,00;0,00;137,00;"16806";"LKJ-192 UMIDIFICADOR NOTURNO DE LED PORTATIL CARREGAMENTO VIA CABO USB";1.237,00;1.237,00;0,00;0,00
