Codigo;Descricao;EMB;NCM;Saldo_Loja_1;Saldo_Loja_2_Deposito;Saldo_Loja_3_CD;Saldo_Total;Custo_Unit;Preco_Unit;Valor_Estoque_Total
"24714";"VE24495-1 MOCHILA";"UN";"42029200";3,00;0,00;0,00;3,00;5,00;83,00;15,00
"24716";"VE25255-2 MOCHILA";"UN";"42029200";6,00;0,00;0,00;6,00;5,00;83,00;30,00
"24717";"XL-6001 BOLSAS";"UN";"42022900";21,00;0,00;23,00;44,00;1,86;30,50;81,84
"24718";"XL-6002 BOLSAS";"UN";"42022900";33,00;0,00;7,00;40,00;1,86;0,00;74,40
"24719";"XL-6003 BOLSAS";"UN";"42022900";15,00;0,00;35,00;50,00;1,86;0,00;93,00
"24721";"XL-GY-125  POCHETE";"UN";"42029200";44,00;0,00;0,00;44,00;1,00;14,00;44,00
"24724";"XL-GY-133 BOLSAS";"UN";"42022900";45,00;0,00;20,00;65,00;0,93;14,00;60,45
"24730";"3719 BOLSA";"UN";"42029200";20,00;0,00;0,00;20,00;7,00;0,00;140,00
"24735";"KM6731 BOLSA";"UN";"42029200";12,00;0,00;8,00;20,00;6,51;0,00;130,20
"24736";"9968-23 BOLSA";"UN";"42029200";5,00;0,00;0,00;5,00;5,00;80,00;25,00
"24742";"6080-1 BOLSA";"UN";"42029200";13,00;0,00;47,00;60,00;1,30;0,00;78,00
"24744";"6080-5 BOLSA";"UN";"42029200";60,00;0,00;0,00;60,00;7,00;0,00;420,00
"24749";"XL-GW-05 BOLSA";"UN";"42029200";13,00;0,00;0,00;13,00;6,00;85,00;78,00
"24754";"6861- BOLSA";"UN";"42029200";17,00;0,00;0,00;17,00;6,51;72,00;110,67
"24755";"XL-L-35 BOLSA";"UN";"42029200";1,00;0,00;10,00;11,00;5,58;62,50;61,38
"24757";"XL-L-40 BOLSA";"UN";"42029200";1,00;0,00;12,00;13,00;4,65;56,00;60,45
"24761";"LL-5301 BOLSA";"UN";"42029200";5,00;0,00;35,00;40,00;7,44;0,00;297,60
"24763";"XL-68  BOLSA";"UN";"42029200";20,00;0,00;0,00;20,00;6,00;0,00;120,00
"24766";"6898- BOLSA";"UN";"42029200";1,00;0,00;19,00;20,00;6,51;0,00;130,20
"24768";"065-22 BOLSA";"UN";"42029200";4,00;0,00;15,00;19,00;4,65;78,50;88,35
"24769";"6905 BOLSA";"UN";"42029200";13,00;0,00;7,00;20,00;7,44;0,00;148,80
"24770";"7043 BOLSA";"UN";"42029200";22,00;0,00;38,00;60,00;6,51;0,00;390,60
"24773";"3061-9 BOLSA";"UN";"42029200";17,00;0,00;3,00;20,00;4,65;0,00;93,00
"24775";"8075-2 BOLSA";"UN";"42029200";21,00;0,00;39,00;60,00;6,51;0,00;390,60
"24778";"6048-3 BOLSA";"UN";"42029200";10,00;0,00;0,00;10,00;5,00;65,50;50,00
"24780";"6617-2 BOLSA";"UN";"42029200";5,00;0,00;0,00;5,00;5,00;80,00;25,00
"24782";"6681 BOLSA";"UN";"42029200";20,00;0,00;0,00;20,00;5,00;80,00;100,00
"24787";"6682 BOLSA";"UN";"42029200";5,00;0,00;0,00;5,00;5,00;80,00;25,00
"24788";"702-9 BOLSA";"UN";"42029200";10,00;0,00;3,00;13,00;4,65;75,00;60,45
"24790";"KM1505 BOLSA";"UN";"42029200";14,00;0,00;3,00;17,00;6,51;72,00;110,67
"24795";"KM6851 BOLSA";"UN";"42029200";15,00;0,00;5,00;20,00;7,44;0,00;148,80
"24799";"917-1 BOLSA";"UN";"42029200";24,00;0,00;0,00;24,00;5,00;78,50;120,00
"24800";"KM6924 BOLSA";"UN";"42029200";16,00;0,00;4,00;20,00;6,51;0,00;130,20
"24802";"8801-13 MOCHILA";"UN";"42029200";15,00;0,00;15,00;30,00;9,30;0,00;279,00
"24805";"XL-HD-05 MOCHILA";"UN";"42029200";10,00;0,00;30,00;40,00;4,65;0,00;186,00
"24807";"XL-HD-28 MOCHILA";"UN";"42029200";10,00;0,00;30,00;40,00;4,65;0,00;186,00
"24808";"XL-HD-29 MOCHILA";"UN";"42029200";16,00;0,00;0,00;16,00;1,00;35,00;16,00
"24809";"XL-HD-30 MOCHILA";"UN";"42029200";19,00;0,00;1,00;20,00;1,00;37,00;20,00
"24810";"XL-HD-31 MOCHILA";"UN";"42029200";10,00;0,00;30,00;40,00;4,65;0,00;186,00
"24811";"XL-HD-32 BOLSA";"UN";"42029200";2,00;0,00;30,00;32,00;4,65;37,00;148,80
"24812";"XL-HD-34 MOCHILA";"UN";"42029200";30,00;0,00;10,00;40,00;4,65;0,00;186,00
"24813";"XL-HD-35 MOCHILA";"UN";"42029200";30,00;0,00;10,00;40,00;4,65;0,00;186,00
"24814";"XL-HD-36 MOCHILA";"UN";"42029200";19,00;0,00;1,00;20,00;1,00;37,00;20,00
"24815";"XL-HD-37 BOLSA";"UN";"42029200";23,00;0,00;0,00;23,00;1,00;35,00;23,00
"24816";"SLK-AF114 FACA PARA PESCA E CACA";"UN";"82119220";20,00;0,00;8,00;28,00;1,00;25,00;28,00
"24817";"XL-HD-38 BOLSA";"UN";"42029200";21,00;0,00;0,00;21,00;1,00;37,00;21,00
"24819";"SLK-D02_R CANIVETE PARA PESCA E CACA";"UN";"82119320";43,00;0,00;12,00;55,00;18,45;37,00;1.014,75
"24821";"XL-6003 BOLSA";"UN";"42029200";16,00;0,00;0,00;16,00;1,30;30,50;20,80
"24822";"SLK-D03 CANIVETE PARA PESCA E CACA";"UN";"82119320";36,00;0,00;24,00;60,00;18,90;38,00;1.134,00
"24823";"SLK-D114 FACA PARA PESCA E CACA";"UN";"82119220";34,00;0,00;30,00;64,00;15,12;30,00;967,68
"24824";"SLK-D300 CANIVETE PARA PESCA E CACA";"UN";"82119320";18,00;0,00;36,00;54,00;15,75;31,50;850,50
"24825";"2039 BOLSA";"UN";"42029200";40,00;0,00;15,00;55,00;5,58;0,00;306,90
"24826";"SLK-D306 CANIVETE PARA PESCA E CACA";"UN";"82119320";36,00;0,00;24,00;60,00;15,75;31,50;945,00
"24828";"SLK-D309 CANIVETE PARA PESCA E CACA";"UN";"82119320";21,00;0,00;36,00;57,00;15,75;31,50;897,75
"24829";"3719 BOLSA";"UN";"42029200";25,00;0,00;0,00;25,00;5,00;67,00;125,00
"24830";"SLK-LAF76 FACA LAMINA FIXA PARA PESCA E CACA";"UN";"82119220";32,00;0,00;24,00;56,00;26,10;52,00;1.461,60
"24831";"628 BOLSA";"UN";"42029200";44,00;0,00;0,00;44,00;5,00;78,50;220,00
"24832";"911 BOLSA";"UN";"42029200";11,00;0,00;0,00;11,00;5,00;78,50;55,00
"24833";"9301 BOLSA";"UN";"42029200";30,00;0,00;0,00;30,00;5,00;0,00;150,00
"24834";"LX109 BOLSA";"UN";"42029200";9,00;0,00;0,00;9,00;3,00;64,00;27,00
"24835";"LH-076 ISQUEIRO ELETRICO RECARREGAVEL";"UN";"96138000";38,00;0,00;0,00;38,00;26,10;47,00;991,80
"24836";"0685 BOLSA";"UN";"42029200";2,00;0,00;15,00;17,00;6,04;0,00;102,68
"24838";"1861 BOLSA";"UN";"42029200";5,00;0,00;33,00;38,00;18,60;0,00;706,80
"24839";"LX258 BOLSA";"UN";"42029200";14,00;0,00;0,00;14,00;3,00;65,50;42,00
"24840";"LX61 BOLSA";"UN";"42029200";90,00;0,00;0,00;90,00;3,00;0,00;270,00
"24842";"LX63 BOLSA";"UN";"42029200";90,00;0,00;0,00;90,00;3,00;0,00;270,00
"24844";"W684 BOLSA";"UN";"42029200";7,00;0,00;0,00;7,00;5,00;75,00;35,00
"24845";"SLK-A64 FACA PARA PESCA E CACA";"UN";"82119220";20,00;0,00;10,00;30,00;29,70;59,00;891,00
"24846";"09 BOLSA";"UN";"42029200";90,00;0,00;0,00;90,00;3,00;0,00;270,00
"24853";"8812 BOLSA";"UN";"42029200";3,00;0,00;12,00;15,00;5,58;0,00;83,70
"24855";"8814 BOLSA";"UN";"42029200";1,00;0,00;14,00;15,00;5,58;0,00;83,70
"24857";"SLK-K09 FACA PARA CACA E PESCA";"UN";"82119220";21,00;0,00;0,00;21,00;26,10;52,00;548,10
"24858";"886-14 BOLSA";"UN";"42029200";9,00;0,00;30,00;39,00;13,95;0,00;544,05
"24859";"9988-2 BOLSA";"UN";"42029200";4,00;0,00;15,00;19,00;14,88;0,00;282,72
"24861";"151 BOLSA";"UN";"42029200";20,00;0,00;0,00;20,00;3,00;0,00;60,00
"24862";"30 BOLSA";"UN";"42029200";90,00;0,00;0,00;90,00;3,00;0,00;270,00
"24863";"31 BOLSA";"UN";"42029200";90,00;0,00;0,00;90,00;3,00;0,00;270,00
"24865";"37 BOLSA";"UN";"42029200";90,00;0,00;0,00;90,00;3,00;0,00;270,00
"24867";"64 BOLSA";"UN";"42029200";50,00;0,00;0,00;50,00;3,00;0,00;150,00
"24868";"LH-063 ISQUEIRO ELETRICO RECARREGAVEL";"UN";"96138000";28,00;0,00;20,00;48,00;15,75;29,00;756,00
"24869";"65 BOLSA";"UN";"42029200";50,00;0,00;0,00;50,00;3,00;0,00;150,00
"24872";"66 BOLSA";"UN";"42029200";50,00;0,00;0,00;50,00;3,00;0,00;150,00
"24874";"68 BOLSA";"UN";"42029200";30,00;0,00;0,00;30,00;3,00;0,00;90,00
"24875";"69 BOLSA";"UN";"42029200";30,00;0,00;0,00;30,00;3,00;0,00;90,00
"24876";"08 BOLSA";"UN";"42029200";40,00;0,00;0,00;40,00;3,00;0,00;120,00
"24877";"YT882-1 MOCHILA";"UN";"42029200";20,00;0,00;20,00;40,00;18,60;78,50;744,00
"24879";"6617-2 MOCHILA";"UN";"42029200";20,00;0,00;20,00;40,00;18,60;0,00;744,00
"24880";"LX-22 BOLSA";"UN";"42029200";16,00;0,00;22,00;38,00;18,60;62,50;706,80
"24883";"2024-1 MOCHILA";"UN";"42029200";3,00;0,00;15,00;18,00;13,95;67,00;251,10
"24886";"2260 MOCHILA";"UN";"42029200";12,00;0,00;21,00;33,00;18,60;77,00;613,80
"24887";"521 BOLSA";"UN";"42029200";5,00;0,00;12,00;17,00;9,30;78,50;158,10
"24888";"5260-17 MOCHILA";"UN";"42029200";20,00;0,00;5,00;25,00;18,60;54,50;465,00
"24889";"5551 BOLSA";"UN";"42029200";21,00;0,00;10,00;31,00;18,60;75,00;576,60
"24892";"6088-7 BOLSA";"UN";"42029200";12,00;0,00;21,00;33,00;18,60;78,50;613,80
"24894";"828 MOCHILA";"UN";"42029200";15,00;0,00;0,00;15,00;15,00;0,00;225,00
"24895";"8819-1 MOCHILA";"UN";"42029200";9,00;0,00;17,00;26,00;18,60;78,50;483,60
"24896";"883-1 BOLSA";"UN";"42029200";20,00;0,00;0,00;20,00;18,60;50,00;372,00
"24897";"9919C - 1BOLSA";"UN";"42029200";18,00;0,00;22,00;40,00;18,60;80,00;744,00
"24898";"9928-1 MOCHILA";"UN";"42029200";11,00;0,00;19,00;30,00;18,60;78,50;558,00
"24901";"A2036-18 MOCHILA";"UN";"42029200";17,00;0,00;19,00;36,00;18,60;67,00;669,60
"24902";"A519-7 MOCHILA";"UN";"42029200";30,00;0,00;0,00;30,00;20,00;78,50;600,00
"24904";"A888-16 MOCHILA";"UN";"42029200";30,00;0,00;10,00;40,00;18,60;0,00;744,00
"24906";"LX-18 BOLSA";"UN";"42029200";12,00;0,00;17,00;29,00;18,60;62,50;539,40
"24907";"LX-19 MOCHILA";"UN";"42029200";18,00;0,00;7,00;25,00;18,60;0,00;465,00
"24908";"LX-20 MOCHILA";"UN";"42029200";42,00;0,00;3,00;45,00;18,60;62,50;837,00
"24909";"LX-21 MOCHILA";"UN";"42029200";8,00;0,00;20,00;28,00;18,60;62,50;520,80
"24911";"LX24 MOCHILA";"UN";"42029200";16,00;0,00;17,00;33,00;18,60;62,50;613,80
"24914";"8839-6 MOCHILA";"UN";"42029200";8,00;0,00;18,00;26,00;18,60;78,50;483,60
"24915";"XY-1016 MOCHILA";"UN";"42029200";36,00;0,00;0,00;36,00;20,00;0,00;720,00
"24916";"LH-067 ISQUEIRO ELETRICO RECARREGAVEL";"UN";"96138000";39,00;0,00;0,00;39,00;20,70;37,50;807,30
"24918";"LK-8105 MINI MAQUINA DE COSTURA MANUAL PORTATIL A PILHA (4 AA)";"UN";"84521000";3,00;0,00;0,00;3,00;51,30;92,00;153,90
"24920";"02 PORTÃO SEGURANÇA PRETO";"UN";"73218900";30,00;0,00;55,00;85,00;67,50;129,00;5.737,50
"24921";"128 CHURRASQUEIRA FERRO COSTA AZUL";"UN";"73218900";3,00;0,00;1,00;4,00;40,50;49,99;162,00
"24922";"470 CHURRASQUEIRA FERRO MINI BAFO";"UN";"73218900";17,00;0,00;1,00;18,00;53,10;59,49;955,80
"24923";"73 PORTÃO SEGURANÇA BRANCO";"UN";"73218900";47,00;0,00;46,00;93,00;67,50;129,00;6.277,50
"24927";"LK-CD50 KIT CONTENDO: CANTIL DE ACO INOXIDAVEL";"UN";"73239300";15,00;0,00;0,00;15,00;67,50;121,00;1.012,50
"24928";"GD-9321 ESTANTE MODULAR INFANTIL PORTATIL ORGANIZADOR DE BRINQUEDOS";"UN";"94038900";11,00;0,00;8,00;19,00;57,01;319,00;1.083,19
"24929";"GL-2604 ESCORREDOR DE LOUCAS EM ACO CARBONO";"UN";"73239900";3,00;0,00;0,00;3,00;142,20;256,00;426,60
"24932";"LCW-QQY200 TIGELA PARA ANIMAIS DE ESTIMACAO EM PLASTICO";"UN";"39269090";7,00;0,00;0,00;7,00;14,40;26,00;100,80
"24934";"LCW-QQY202 TIGELA PARA ANIMAIS DE ESTIMACAO EM PLASTICO";"UN";"39269090";4,00;0,00;0,00;4,00;14,40;26,00;57,60
"24936";"LK-CD05 CANTIL DE BOLSO EM ACO INOX";"UN";"73239300";16,00;0,00;5,00;21,00;12,42;22,50;260,82
"24937";"LK-CD06 CANTIL DE BOLSO EM ACO INOX";"UN";"73239300";16,00;0,00;5,00;21,00;12,42;22,50;260,82
"24938";"LK-CD07 CANTIL DE BOLSO EM ACO INOX";"UN";"73239300";6,00;0,00;5,00;11,00;12,42;22,50;136,62
"24939";"LK-CD08 CANTIL DE BOLSO EM ACO INOX";"UN";"73239300";20,00;0,00;0,00;20,00;12,42;22,50;248,40
"24940";"LT-467 TASER ELETRICO COM LANTERNA";"UN";"85131010";10,00;0,00;160,00;170,00;2,97;34,00;504,90
"24941";"LT-468 TASER ELETRICO COM LANTERNA";"UN";"85131010";1,00;0,00;150,00;151,00;3,06;39,00;462,06
"24942";"LWJ-2225 JOGO DE CHAVES COMBINADAS COM CATRACA CONTENDO 7 PECAS";"UN";"82041200";5,00;0,00;0,00;5,00;82,80;149,00;414,00
"24943";"LWJ-167 KIT BROCAS DE PERFURACAO CONTENDO 100 PECAS";"UN";"82075019";10,00;0,00;0,00;10,00;22,99;159,00;229,90
"24944";"LWJ-179-12 JOGO DE CATRACA UTILIZADA PARA APERTAR E DESAPERTAR PARAFUSOS";"UN";"82060000";11,00;0,00;0,00;11,00;10,47;69,00;115,17
"24945";"LWJ-2206 JOGO DE CHAVE SERRA COPO PARA MADEIRA";"UN";"82029990";20,00;0,00;0,00;20,00;2,91;24,50;58,20
"24946";"LWJ-2232 KIT ESGUICHO PARA MANGUEIRA 3 EM 1";"UN";"84249090";134,00;0,00;0,00;134,00;2,27;18,00;304,18
"24948";"LWJ-2241 LWJ-2240 JOGO DE CHAVE L CONTENDO 5 PECAS COM DIVERSAS MEDIDAS";"UN";"82041100";30,00;0,00;0,00;30,00;2,32;0,00;69,60
"24950";"CX-70184 ESMERILHADEIRA CX-10";"UN";"85177900";15,00;0,00;0,00;15,00;22,00;189,00;330,00
"24951";"LWJ-PC1903-115MM DISCO DE CORTE SECO DIAMANTADO UTILIZADOS PARA CORTE";"UN";"68042211";57,00;0,00;0,00;57,00;4,95;9,00;282,15
"24953";"LWJ-PC1903-125MM DISCO DE CORTE SECO DIAMANTADO UTILIZADOS PARA CORTE";"UN";"68042211";8,00;0,00;60,00;68,00;5,40;9,50;367,20
"24954";"DTY0781 BRINQUEDO MONSTRO CX/36";"UN";"95030039";15,00;0,00;0,00;15,00;221,46;29,00;3.321,90
"24956";"NW009VD1002 PISCA-PISCA 100 LAMPADAS LED VD FIO TRANSP  9M 8F 220V";"UN";"94053100";33,00;0,00;0,00;33,00;0,99;9,90;32,67
"24957";"DTY1067 KIT GATINHOS E ACESSORIOS CX/60";"UN";"95030039";31,00;0,00;0,00;31,00;115,58;9,00;3.582,98
"24958";"LWJ-PC1903-185MM DISCO DE CORTE SECO DIAMANTADO UTILIZADOS PARA CORTE";"UN";"68042211";16,00;0,00;10,00;26,00;8,55;15,50;222,30
"24960";"DTY1216 KIT VEICULOS DINOSSAUROS CX/36";"UN";"95030098";19,00;0,00;0,00;19,00;165,50;21,50;3.144,50
"24962";"DTY1446 BOLHA DE SABAO UNICORNIO CX/144";"UN";"95030099";96,00;0,00;0,00;96,00;200,48;6,50;19.246,08
"24963";"DTY1182 LANCA BOLHA CARRINHO CX/144";"UN";"95030099";93,00;0,00;0,00;93,00;200,48;6,50;18.644,64
"24966";"NW009AZ1002 PISCA-PISCA 100 LAMPADAS LED AZ FIO TRANSP AZ  9M 8F 220V";"UN";"94053100";88,00;0,00;0,00;88,00;1,91;9,90;168,08
"24967";"NW1481002 PISCA-PISCA 100 LAMPADAS COLOR ARROZ 35M 8F 220V";"UN";"94053100";210,00;0,00;200,00;410,00;1,55;8,00;635,50
"24968";"NW009RO1002 PISCA-PISCA 100 LAMPADAS LED ROSA FIO TRANSP 8F 220V";"UN";"94053100";186,00;0,00;0,00;186,00;5,39;9,90;1.002,54
"24969";"NW009LL1002 PISCA-PISCA 100 LAMPADAS LED LILAS FIO TRANSP 9M  8F 220V";"UN";"94053100";41,00;0,00;0,00;41,00;5,39;9,90;220,99
"24970";"NW148C1002 PISCA-PISCA 100 LAMPADAS BRANCAS ARROZ 35M 8F 220V";"UN";"94053100";152,00;0,00;0,00;152,00;4,55;8,00;691,60
"24971";"KX2372 BOLA MISTA DR 4CM C/ 12 UNIDADES";"UN";"95051000";856,00;0,00;292,00;1.148,00;2,04;9,90;2.341,92
"24972";"NAV-007 FESTAO OPACO NEV 4 FITAS 8 CM X 2 M (APROXIMADAMENTE)";"UN";"95051000";1.020,00;0,00;420,00;1.440,00;4,00;4,00;5.760,00
"24973";"KX2373 BOLA MISTA VM 4CM C/ 12 UNIDADES";"UN";"95051000";526,00;0,00;0,00;526,00;2,12;9,90;1.115,12
"24974";"JLT-11 FESTAO MET 5 FITAS SORT 10 CM X 2 M (APROXIMADAMENTE)";"UN";"95051000";555,00;0,00;300,00;855,00;2,82;5,50;2.411,10
"24975";"TD3875 BOLA MISTA FOSCA/LISA/GLITTER 3CM DR C/ 15 PECAS";"UN";"95051000";400,00;0,00;288,00;688,00;4,06;7,00;2.793,28
"24976";"WF614 GUIRLANDA C/ GUIZOS SORT 18CM";"UN";"95051000";101,00;0,00;72,00;173,00;8,29;16,50;1.434,17
"24977";"TD3874 BOLA MISTA FOSCA/LISA/GLITTER 3CM VM C/ 15 PECAS";"UN";"95051000";257,00;0,00;288,00;545,00;4,06;7,00;2.212,70
"24978";"TD3879 BOLA FACETADA 3CM DR C/ 15 PECAS";"UN";"95051000";511,00;0,00;189,00;700,00;4,06;7,00;2.842,00
"24980";"LE-805BS CONECTOR BLUETOOH USB PARA P2";"UN";"85369090";40,00;0,00;0,00;40,00;5,39;10,00;215,60
"24981";"LE-3624 SUPORTE UNIVERSAL DE PLASTICO PARA CELULAR";"UN";"39269090";39,00;0,00;0,00;39,00;1,00;32,00;39,00
"24983";"AD1040 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";38,00;0,00;24,00;62,00;31,56;50,00;1.956,72
"24984";"AD2313 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";108,00;0,00;36,00;144,00;1,00;150,00;144,00
"24986";"AD1038 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";60,00;0,00;0,00;60,00;63,12;99,90;3.787,20
"24987";"AD1037 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";148,00;0,00;0,00;148,00;63,12;99,90;9.341,76
"24988";"AD2311 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";108,00;0,00;36,00;144,00;1,00;150,00;144,00
"24989";"AD2310 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";165,00;0,00;0,00;165,00;150,00;150,00;24.750,00
"24990";"AD2309 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";88,00;0,00;0,00;88,00;63,12;99,90;5.554,56
"24991";"AD2307 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";108,00;0,00;36,00;144,00;1,00;0,00;144,00
"24992";"AD2306 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";90,00;0,00;0,00;90,00;63,12;99,90;5.680,80
"24993";"AD2305 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";123,00;0,00;24,00;147,00;1,00;99,90;147,00
"24994";"AD2304 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";116,00;0,00;0,00;116,00;63,12;99,90;7.321,92
"24995";"AD2303 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";108,00;0,00;0,00;108,00;63,12;99,90;6.816,96
"24996";"AD2302 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";131,00;0,00;0,00;131,00;15,74;99,90;2.061,94
"24997";"ZH2096 ORGANIZADOR MULTIUSO PARA PRODUTOS DE MAQUIAGEM";"UN";"39249000";5,00;0,00;120,00;125,00;21,60;149,00;2.700,00
"24998";"ZH2077 ORGANIZADOR MULTIUSO PARA PRODUTOS DE MAQUIAGEM";"UN";"39249000";35,00;0,00;63,00;98,00;9,22;59,00;903,56
"25000";"10939 - CADERNO DOS ROSAS - 80 FOLHAS' 1 MATERIA/ UNIDADE";"UN";"48202000";15,00;0,00;0,00;15,00;12,35;23,50;185,25
"25001";"CC1177 SUPORTE EM MATERIAL PLSTICO TIPO MINI VARAL PARA USO DOMESTICO COM 16 PRE";"UN";"39249000";19,00;0,00;485,00;504,00;4,17;0,00;2.101,68
"25004";"CC1212 POTE TIPO VASILHA COM FECHAMENTO POR TAMPA EM MATERIAL PLSTICO PARA ARMAZ";"UN";"39241000";119,00;0,00;4.383,00;4.502,00;1,57;0,00;7.068,14
"25007";"10868 - CADERNO BARCELONA - 80 FOLHAS' 1 MATERIA/ UNIDADE";"UN";"48202000";14,00;0,00;0,00;14,00;14,82;28,00;207,48
"25008";"CC1115 SUPORTE TIPO CABIDE EM MATERIAL PLSTICO EM FORMA DE GANCHO PARA SER FIXAD";"UN";"39269090";120,00;0,00;2.280,00;2.400,00;1,57;0,00;3.768,00
"25009";"CC1114 SUPORTE TIPO CABIDE EM MATERIAL PLSTICO EM FORMA DE GANCHO PARA SER FIXAD";"UN";"39269090";310,00;0,00;1.520,00;1.830,00;0,70;0,00;1.281,00
"25010";"MJ42223 MOCHILA FEMININA 19";"UN";"42029200";19,00;0,00;0,00;19,00;104,79;199,00;1.991,01
"25011";"CC1101 SUPORTE PARA PLANTAS EM MATERIAL PLSTICO DE FORMA CILNDRICA COM DIMENSES";"UN";"39269090";110,00;0,00;550,00;660,00;1,00;0,00;660,00
"25012";"CC1100 SUPORTE PARA PLANTAS EM MATERIAL PLSTICO DE FORMA CILNDRICA COM DIMENSES";"UN";"39269090";130,00;0,00;530,00;660,00;1,00;0,00;660,00
"25013";"10225 - CADERNO ROSA ROSE - 80 FOLHAS' 1 MATERIA/ UNIDADE";"UN";"48202000";13,00;0,00;0,00;13,00;14,49;27,50;188,37
"25015";"ES43800 ESTOJO TRIPLO FEMININO";"UN";"42029200";14,00;0,00;0,00;14,00;52,38;99,00;733,32
"25017";"ZH2098 PORTA CONDIMENTO KIT 2 PCS C/ VEDAÇÃO";"UN";"39241000";36,00;0,00;0,00;36,00;4,95;55,00;178,20
"25018";"MJ43797 MOCHILA FEMININA 18";"UN";"42029200";23,00;0,00;0,00;23,00;104,79;199,00;2.410,17
"25019";"MR42216 MOCHILA FEMININA 18 COM RODAS";"UN";"42029200";6,00;0,00;5,00;11,00;174,67;332,00;1.921,37
"25020";"MR42224 MOCHILA FEMININA 19 COM RODAS JUMBO";"UN";"42029200";8,00;0,00;0,00;8,00;200,88;379,00;1.607,04
"25021";"MR43793 MOCHILA  FEMININA 18 COM RODAS";"UN";"42029200";10,00;0,00;0,00;10,00;200,88;379,00;2.008,80
"25022";"YU2163  KIT 2 TAPETES ENBORRACHADO";"UN";"39249000";30,00;0,00;2.400,00;2.430,00;1,00;34,90;2.430,00
"25023";"LA42217 LANCHEIRA TERMICA FEMININA";"UN";"42029200";19,00;0,00;0,00;19,00;34,91;66,50;663,29
"25024";"YU2162 TAPETE ENBORRACHADO";"UN";"39249000";26,00;0,00;3.800,00;3.826,00;5,65;9,99;21.616,90
"25028";"YU2157 TAPETE EMBORRACHADO";"UN";"39249000";98,00;0,00;4.823,00;4.921,00;5,65;9,99;27.803,65
"25034";"ZH2097 RTA CONDIMENTO KIT 2 PCS C/ VEDAÇÃO";"UN";"39241000";31,00;0,00;14,00;45,00;6,65;62,00;299,25
"25035";"ZH2064 PORTA COTONETE ACRILICO C/ TAMPA DE BAMBU";"UN";"39241000";71,00;0,00;524,00;595,00;0,90;14,50;535,50
"25036";"ZH2063  PORTA COTONETE  DE ACRÍLICO";"UN";"39241000";298,00;0,00;344,00;642,00;0,90;16,00;577,80
"25037";"MR43798 MOCHILA  FEMININA 18 COM RODAS";"UN";"42029200";11,00;0,00;0,00;11,00;218,35;415,00;2.401,85
"25038";"ZH2060 PORTA COTONETE ACRILICO C/ TAMPA DE BAMBU";"UN";"39241000";107,00;0,00;104,00;211,00;1,65;29,50;348,15
"25039";"ZH2059 KIT  POTES ACETATO 2UN";"UN";"39241000";72,00;0,00;152,00;224,00;1,65;28,00;369,60
"25048";"MJ43788 MOCHILA FEMININA 17";"UN";"42029200";20,00;0,00;0,00;20,00;78,59;149,00;1.571,80
"25050";"ES42226 ESTOJO BOX FEMININO";"UN";"42029200";19,00;0,00;0,00;19,00;32,31;61,50;613,89
"25051";"ES42218 ESTOJO DUPLO FEMININO";"UN";"42029200";14,00;0,00;0,00;14,00;24,43;46,50;342,02
"25053";"MJ42215 MOCHILA FEMININA 18";"UN";"42029200";6,00;0,00;0,00;6,00;87,32;166,00;523,92
"25056";"AD1035 PLACA EM MATERIAL PLSTICO AUTO ADESIVO PARA REVESTIMENTOS EM PAREDES COM";"UN";"39189000";60,00;0,00;300,00;360,00;1,27;0,00;457,20
"25063";"ES43795 ESTOJO TRIPLO FEMININO";"UN";"42029200";10,00;0,00;0,00;10,00;43,65;83,00;436,50
"25066";"MJ43792 MOCHILA FEMININA 18";"UN";"42029200";16,00;0,00;0,00;16,00;87,32;166,00;1.397,12
"25067";"ES43791 ESTOJO BOX FEMININO";"UN";"42029200";17,00;0,00;0,00;17,00;34,91;66,50;593,47
